case_id,Resource,AMOUNT_REQ,proctime,time,elapsed,activity_name,label,event_nr,last,remtime
173739,11000,10000,6,2011-10-01 15:00:21,1974,W_Calling_after_offers,false,2,false,1124554
173739,10609,10000,939,2011-10-13 12:12:26,1028699,W_Assessing_application,false,3,false,97829
173739,10939,10000,424,2011-10-13 19:01:47,1053260,W_Calling _missing_information,false,4,false,73268
173742,10939,6000,83,2011-10-01 13:56:22,0,W_Fixing_incoming_lead,false,1,false,1126547
173742,0,6000,393,2011-10-01 14:50:01,3219,W_Filling_in application,false,2,false,1123328
173745,10939,2000,101,2011-10-01 14:21:27,0,W_Fixing_incoming_lead,false,1,false,595472
173745,0,2000,540,2011-10-01 14:58:47,2240,W_Filling_in application,false,2,false,593232
173748,10939,5000,167,2011-10-01 14:24:17,0,W_Fixing_incoming_lead,false,1,false,177607
173748,10939,5000,13,2011-10-01 14:57:08,1971,W_Filling_in application,false,2,false,175636
173748,11119,5000,95,2011-10-01 15:39:20,4503,W_Calling_after_offers,false,3,false,173104
173751,11000,10000,369,2011-10-01 14:34:03,0,W_Filling_in application,false,1,false,846334
173751,10899,10000,11,2011-10-07 11:40:20,507976.999999999,W_Calling_after_offers,false,2,false,338357
173754,11000,20000,633,2011-10-01 14:44:41,0,W_Filling_in application,false,1,false,1118640
173754,10809,20000,16,2011-10-14 13:26:59,1118538,W_Check_for_fraud,false,2,false,102
173760,11019,32000,740,2011-10-01 15:01:45,0,W_Filling_in application,false,1,false,1121966
173760,0,32000,124,2011-10-08 11:34:58,592393,W_Calling_after_offers,false,2,false,529573
173766,11019,2000,1487,2011-10-01 15:45:56,0,W_Filling_in application,false,1,false,446776
173775,0,10000,789,2011-10-03 08:20:05,0,W_Filling_in application,false,1,false,4679
173784,0,5000,178,2011-10-03 08:19:46,0,W_Filling_in application,true,1,false,3727850
173784,10982,5000,304,2011-10-11 19:42:59,732192.999999998,W_Calling_after_offers,true,2,false,2995657
173784,10609,5000,1478,2011-10-19 12:25:05,1397119,W_Assessing_application,true,3,false,2330731
173784,11189,5000,296,2011-10-19 13:41:13,1401687,W_Calling _missing_information,true,4,false,2326163
173784,10609,5000,724,2011-10-28 08:50:08,2161822,W_Assessing_application,true,5,false,1566028
173784,10861,5000,12,2011-10-28 10:54:32,2169286,W_Calling _missing_information,true,6,false,1558564
173784,10609,5000,194,2011-10-31 08:38:48,2423942,W_Assessing_application,true,7,false,1307508
173784,0,5000,222,2011-10-31 14:36:47,2445421,W_Calling _missing_information,true,8,false,1286029
173784,10609,5000,287,2011-11-11 09:25:50,3377164,W_Assessing_application,true,9,false,354286
173787,0,5000,633,2011-10-03 08:31:09,0,W_Filling_in application,true,1,false,1416048
173787,0,5000,252,2011-10-03 08:36:45,336,W_Calling_after_offers,true,2,false,1415712
173790,0,5000,356,2011-10-03 08:26:12,0,W_Filling_in application,false,1,false,622591
173790,0,5000,274,2011-10-03 08:31:22,310,W_Calling_after_offers,false,2,false,622281
173790,10972,5000,6,2011-10-07 16:31:10,374698.000000001,W_Assessing_application,false,3,false,247893
173793,11180,6000,128,2011-10-03 08:29:52,0,W_Filling_in application,false,1,false,1302919
173793,0,6000,272,2011-10-03 13:58:24,19712,W_Calling_after_offers,false,2,false,1283207
173793,10609,6000,2031,2011-10-18 09:17:36,1298864,W_Assessing_application,false,3,false,4055
173793,10861,6000,406,2011-10-18 09:55:09,1301117,W_Calling _missing_information,false,4,false,1802
173793,10609,6000,1112,2011-10-18 10:18:19,1302507,W_Assessing_application,false,5,false,412
173796,11180,15000,139,2011-10-03 08:32:18,0,W_Filling_in application,false,1,false,633098
173796,11201,15000,2,2011-10-10 16:23:27,633069,W_Calling_after_offers,false,2,false,29
173799,11180,10000,190,2011-10-03 08:35:35,0,W_Filling_in application,false,1,false,118495
173805,11180,5000,125,2011-10-03 08:37:47,0,W_Filling_in application,true,1,false,2677049
173805,0,5000,314,2011-10-03 08:59:31,1304,W_Calling_after_offers,true,2,false,2675745
173811,0,50000,108,2011-10-03 08:09:15,0,W_Fixing_incoming_lead,true,1,false,2678770
173811,0,50000,10,2011-10-03 10:04:49,6934,W_Filling_in application,true,2,false,2671836
173811,11180,50000,84,2011-10-03 10:49:51,9636,W_Calling_after_offers,true,3,false,2669134
173814,0,14542,85,2011-10-03 08:10:52,0,W_Fixing_incoming_lead,false,1,false,7497
173817,11180,7000,874,2011-10-03 08:52:40,0,W_Filling_in application,false,1,false,688988
173817,11180,7000,35,2011-10-03 08:53:29,49,W_Calling_after_offers,false,2,false,688939
173823,0,15000,858,2011-10-03 08:57:34,0,W_Filling_in application,false,1,false,862730
173823,0,15000,380,2011-10-03 09:04:14,400,W_Calling_after_offers,false,2,false,862330
173823,10138,15000,9,2011-10-12 07:58:20,774046.000000001,W_Assessing_application,false,3,false,88684
173826,0,13000,1429,2011-10-03 08:34:55,0,W_Fixing_incoming_lead,false,1,false,18273
173826,11001,13000,85,2011-10-03 08:46:31,696,W_Filling_in application,false,2,false,17577
173829,0,5000,1045,2011-10-03 08:34:55,0,W_Fixing_incoming_lead,false,1,false,235
173835,11180,10000,146,2011-10-03 08:57:13,0,W_Filling_in application,false,1,false,1311333
173835,11180,10000,14,2011-10-03 09:37:01,2388,W_Calling_after_offers,false,2,false,1308945
173841,0,10000,1225,2011-10-03 09:25:27,0,W_Filling_in application,false,1,false,99235
173844,11180,15500,102,2011-10-03 09:11:17,0,W_Filling_in application,false,1,false,708352
173844,11049,15500,25,2011-10-10 09:17:49,605192,W_Calling_after_offers,false,2,false,103160
173847,0,5000,675,2011-10-03 09:22:08,0,W_Filling_in application,false,1,false,779405
173847,10899,5000,10,2011-10-10 12:52:48,617440,W_Calling_after_offers,false,2,false,161965
173856,11001,12000,20,2011-10-03 08:23:52,0,W_Fixing_incoming_lead,false,1,false,167
173859,11001,5000,120,2011-10-03 08:28:44,0,W_Fixing_incoming_lead,false,1,false,630911
173859,0,5000,713,2011-10-03 11:37:08,11304,W_Filling_in application,false,2,false,619607
173859,0,5000,83,2011-10-03 11:38:46,11402,W_Calling_after_offers,false,3,false,619509
173868,11180,5000,368,2011-10-03 09:17:33,0,W_Filling_in application,true,1,false,1979406
173868,0,5000,522,2011-10-10 15:28:12,627039,W_Calling_after_offers,true,2,false,1352367
173871,0,15500,176,2011-10-03 09:28:37,0,W_Filling_in application,false,1,false,949040
173871,10909,15500,4,2011-10-04 18:41:00,119543,W_Calling_after_offers,false,2,false,829497
173871,10138,15500,51,2011-10-14 08:56:18,948461,W_Assessing_application,false,3,false,579
173880,11001,50000,93,2011-10-03 08:31:47,0,W_Fixing_incoming_lead,true,1,false,2777880
173880,11180,50000,6,2011-10-03 11:54:18,12151,W_Filling_in application,true,2,false,2765729
173880,11201,50000,59,2011-10-03 13:02:13,16226,W_Calling_after_offers,true,3,false,2761654
173880,10138,50000,253,2011-10-28 11:02:13,2169026,W_Assessing_application,true,4,false,608854
173880,10982,50000,126,2011-10-28 14:50:05,2182698,W_Calling _missing_information,true,5,false,595182
173898,10889,7000,186,2011-10-03 08:37:07,0,W_Fixing_incoming_lead,false,1,false,901421
173898,0,7000,91,2011-10-03 12:58:22,15675,W_Filling_in application,false,2,false,885746
173898,11119,7000,125,2011-10-10 17:44:19,637632,W_Calling_after_offers,false,3,false,263789
173913,0,5500,997,2011-10-03 09:43:52,0,W_Filling_in application,false,1,false,796634
173913,0,5500,496,2011-10-03 09:52:28,516,W_Calling_after_offers,false,2,false,796118
173913,10809,5500,1995,2011-10-12 14:54:05,796213.000000001,W_Assessing_application,false,3,false,421
173916,10188,2500,10,2011-10-03 10:00:29,0,W_Check_for_fraud,false,1,false,1141
173919,10889,4000,64,2011-10-03 08:30:25,0,W_Fixing_incoming_lead,false,1,false,95617
173919,11180,4000,125,2011-10-03 11:28:21,10676,W_Filling_in application,false,2,false,84941
173925,10889,5000,241,2011-10-03 08:28:17,0,W_Fixing_incoming_lead,false,1,false,10525
173925,0,5000,583,2011-10-03 11:21:41,10404,W_Filling_in application,false,2,false,121
173928,0,33000,26,2011-10-03 09:29:11,0,W_Filling_in application,true,1,false,4921102
173928,11180,33000,36,2011-10-03 14:30:11,18060,W_Calling_after_offers,true,2,false,4903042
173928,10629,33000,1786,2011-10-31 12:19:02,2432991,W_Assessing_application,true,3,false,2491711
173928,10889,33000,420,2011-10-31 16:17:03,2447272,W_Calling _missing_information,true,4,false,2477430
173928,10629,33000,450,2011-11-09 11:18:51,3206980,W_Assessing_application,true,5,false,1717722
173928,11169,33000,312,2011-11-09 12:22:22,3210791,W_Calling _missing_information,true,6,false,1713911
173937,0,6000,215,2011-10-03 09:32:58,0,W_Filling_in application,true,1,false,2587331
173940,0,7000,711,2011-10-03 09:44:53,0,W_Filling_in application,false,1,false,942336
173940,10899,7000,89,2011-10-10 12:48:25,615812,W_Calling_after_offers,false,2,false,326524
173940,10138,7000,1256,2011-10-12 11:18:36,783222.999999998,W_Assessing_application,false,3,false,159113
173940,0,7000,427,2011-10-12 11:36:15,784282,W_Calling _missing_information,false,4,false,158054
173940,10138,7000,202,2011-10-13 13:11:33,876399.999999998,W_Assessing_application,false,5,false,65936
173940,0,7000,540,2011-10-13 13:23:57,877144,W_Calling _missing_information,false,6,false,65192
173943,10889,7493,20,2011-10-03 08:23:43,0,W_Fixing_incoming_lead,true,1,false,2677909
173943,0,7493,7,2011-10-03 10:35:58,7935,W_Filling_in application,true,2,false,2669974
173943,11201,7493,3706,2011-10-10 18:59:57,642974,W_Calling_after_offers,true,3,false,2034935
173946,11180,8000,926,2011-10-03 09:53:08,0,W_Filling_in application,true,1,false,2672534
173946,11180,8000,32,2011-10-03 09:54:08,60,W_Calling_after_offers,true,2,false,2672474
173949,10889,50000,170,2011-10-03 08:21:51,0,W_Fixing_incoming_lead,true,1,false,2437929
173949,0,50000,1849,2011-10-03 11:06:55,9904,W_Filling_in application,true,2,false,2428025
173949,11119,50000,98,2011-10-05 16:13:11,201080,W_Calling_after_offers,true,3,false,2236849
173955,0,10000,237,2011-10-03 09:54:11,0,W_Filling_in application,true,1,false,4939880
173955,11181,10000,333,2011-10-11 16:59:04,716693,W_Calling_after_offers,true,2,false,4223187
173955,10609,10000,193,2011-10-19 07:15:38,1372887,W_Assessing_application,true,3,false,3566993
173955,11189,10000,286,2011-10-19 13:53:53,1396782,W_Calling _missing_information,true,4,false,3543098
173958,0,12500,242,2011-10-03 09:49:53,0,W_Filling_in application,true,1,false,2586319
173964,10889,60000,64,2011-10-03 08:19:24,0,W_Fixing_incoming_lead,false,1,false,8050
173979,0,30000,298,2011-10-03 10:00:25,0,W_Filling_in application,false,1,false,702088
173979,11049,30000,50,2011-10-10 09:41:35,603670,W_Calling_after_offers,false,2,false,98418
173982,11180,8000,234,2011-10-03 11:32:27,0,W_Filling_in application,false,1,false,622477
173985,0,5800,688,2011-10-03 08:46:40,0,W_Fixing_incoming_lead,false,1,false,866370
173985,0,5800,467,2011-10-03 08:54:39,479,W_Filling_in application,false,2,false,865891
173985,10899,5800,12,2011-10-10 11:52:19,615939.000000001,W_Calling_after_offers,false,3,false,250431
173985,0,5800,54,2011-10-12 16:38:24,805903.999999999,W_Assessing_application,false,4,false,60466
173988,11001,10000,92,2011-10-03 08:55:15,0,W_Fixing_incoming_lead,false,1,false,628625
173988,11001,10000,289,2011-10-03 09:00:22,307,W_Filling_in application,false,2,false,628318
173997,11201,50000,260,2011-10-03 13:07:57,0,W_Filling_in application,false,1,false,1369381
173997,11119,50000,158,2011-10-11 17:15:36,706059,W_Calling_after_offers,false,2,false,663322
174000,0,20000,184,2011-10-03 09:43:00,0,W_Fixing_incoming_lead,true,1,false,2673139
174000,0,20000,251,2011-10-03 09:47:20,260,W_Filling_in application,true,2,false,2672879
174000,0,20000,83,2011-10-03 09:49:04,364,W_Calling_after_offers,true,3,false,2672775
174009,0,7000,51,2011-10-03 10:02:32,0,W_Filling_in application,false,1,false,858778
174009,10939,7000,479,2011-10-05 19:54:18,208306,W_Calling_after_offers,false,2,false,650472
174012,11201,7500,221,2011-10-03 13:11:53,0,W_Filling_in application,false,1,false,1308243
174012,0,7500,109,2011-10-03 13:31:12,1159,W_Calling_after_offers,false,2,false,1307084
174018,11180,25000,837,2011-10-03 13:25:05,0,W_Filling_in application,false,1,false,1199402
174018,11180,25000,202,2011-10-03 13:28:40,215,W_Calling_after_offers,false,2,false,1199187
174024,11001,5000,96,2011-10-03 11:16:26,0,W_Fixing_incoming_lead,false,1,false,8975
174024,0,5000,11,2011-10-03 11:19:19,173,W_Filling_in application,false,2,false,8802
174030,11201,25000,189,2011-10-03 13:15:20,0,W_Filling_in application,true,1,false,2777506
174030,11201,25000,337,2011-10-14 08:33:48,933508.000000001,W_Calling_after_offers,true,2,false,1843998
174036,11201,15000,9021,2011-10-03 15:45:50,0,W_Filling_in application,false,1,false,1275668
174036,11119,15000,341,2011-10-10 17:42:04,611773.999999999,W_Calling_after_offers,false,2,false,663894
174036,10912,15000,154,2011-10-17 09:31:24,1187134,W_Assessing_application,false,3,false,88534
174036,11009,15000,686,2011-10-17 10:25:58,1190408,W_Calling _missing_information,false,4,false,85260
174039,10889,26000,232,2011-10-03 13:20:03,0,W_Filling_in application,true,1,false,2058097
174039,11119,26000,249,2011-10-17 17:30:31,1224628,W_Calling_after_offers,true,2,false,833469
174042,0,7500,890,2011-10-03 11:27:17,0,W_Filling_in application,false,1,false,706561
174042,0,7500,582,2011-10-03 11:37:58,641,W_Calling_after_offers,false,2,false,705920
174042,10609,7500,2509,2011-10-10 08:31:57,594280.000000001,W_Assessing_application,false,3,false,112281
174042,10912,7500,675,2011-10-10 08:43:17,594960.000000001,W_Calling _missing_information,false,4,false,111601
174042,10609,7500,318,2011-10-10 12:22:16,608099,W_Assessing_application,false,5,false,98462
174045,10809,25000,198,2011-10-03 11:19:32,0,W_Filling_in application,false,1,false,1288270
174045,10809,25000,295,2011-10-03 11:24:40,308,W_Calling_after_offers,false,2,false,1287962
174045,10809,25000,10,2011-10-03 11:25:01,329,W_Assessing_application,false,3,false,1287941
174045,10863,25000,257,2011-10-03 14:07:37,10085,W_Calling _missing_information,false,4,false,1278185
174051,11001,10500,291,2011-10-03 12:13:35,0,W_Fixing_incoming_lead,false,1,false,958
174060,11201,6000,605,2011-10-03 13:28:07,0,W_Filling_in application,true,1,false,6117379
174060,11201,6000,106,2011-10-03 13:30:21,134,W_Calling_after_offers,true,2,false,6117245
174060,10138,6000,25,2011-12-05 13:30:18,5446931,W_Assessing_application,true,3,false,674048
174060,11121,6000,83,2011-12-06 11:48:58,5527251,W_Calling _missing_information,true,4,false,593728
174060,10609,6000,1628,2011-12-09 07:53:21,5772314.00000002,W_Assessing_application,true,5,false,348665
174069,11001,43640,136,2011-10-03 12:26:37,0,W_Fixing_incoming_lead,false,1,false,874925
174069,11180,43640,116,2011-10-03 14:38:54,7937,W_Filling_in application,false,2,false,866988
174069,0,43640,175,2011-10-03 16:26:18,14381,W_Calling_after_offers,false,3,false,860544
174069,10809,43640,2594,2011-10-13 10:01:05,855267.999999998,W_Assessing_application,false,4,false,19657
174069,0,43640,3,2011-10-13 10:11:50,855913,W_Calling _missing_information,false,5,false,19012
174078,11180,10000,1704,2011-10-03 14:14:50,0,W_Filling_in application,false,1,false,1227395
174078,11180,10000,125,2011-10-03 15:13:02,3492,W_Calling_after_offers,false,2,false,1223903
174084,10809,8400,1958,2011-10-03 12:59:52,0,W_Filling_in application,false,1,false,73061
174084,10809,8400,144,2011-10-03 13:34:08,2056,W_Calling_after_offers,false,2,false,71005
174084,10809,8400,17,2011-10-03 13:34:41,2089,W_Assessing_application,false,3,false,70972
174084,10809,8400,92,2011-10-03 13:36:30,2198,W_Calling _missing_information,false,4,false,70863
174087,10863,15000,310,2011-10-03 12:53:32,0,W_Filling_in application,false,1,false,683749
174087,10863,15000,88,2011-10-03 12:56:48,196,W_Calling_after_offers,false,2,false,683553
174090,11180,20000,138,2011-10-03 14:41:20,0,W_Filling_in application,true,1,false,2655226
174093,11180,21000,968,2011-10-03 14:57:37,0,W_Filling_in application,true,1,false,2654272
174093,11180,21000,82,2011-10-03 14:59:15,98,W_Calling_after_offers,true,2,false,2654174
174096,0,5000,132,2011-10-03 14:46:51,0,W_Filling_in application,true,1,false,1536585
174096,0,5000,273,2011-10-03 15:28:05,2474,W_Calling_after_offers,true,2,false,1534111
174096,10629,5000,703,2011-10-14 14:06:18,947967.000000001,W_Assessing_application,true,3,false,588618
174096,10913,5000,313,2011-10-14 18:36:25,964174,W_Calling _missing_information,true,4,false,572411
174096,10809,5000,1459,2011-10-21 09:32:17,1536326,W_Assessing_application,true,5,false,259
174099,0,15000,141,2011-10-03 14:50:01,0,W_Filling_in application,true,1,false,1976723
174099,10909,15000,157,2011-10-06 18:51:56,273715,W_Calling_after_offers,true,2,false,1703008
174102,0,4000,861,2011-10-03 15:15:49,0,W_Filling_in application,false,1,false,52
174105,10629,5000,684,2011-10-03 13:38:17,0,W_Filling_in application,false,1,false,519
174105,10629,5000,17,2011-10-03 13:39:20,63,W_Calling_after_offers,false,2,false,456
174111,11001,2500,91,2011-10-03 14:11:51,0,W_Fixing_incoming_lead,false,1,false,5269
174111,11201,2500,438,2011-10-03 15:21:40,4189,W_Filling_in application,false,2,false,1080
174120,11001,20000,218,2011-10-03 14:46:16,0,W_Fixing_incoming_lead,false,1,false,4602
174120,11201,20000,5,2011-10-03 15:00:03,827,W_Filling_in application,false,2,false,3775
174132,0,5000,19,2011-10-03 15:47:59,0,W_Filling_in application,true,1,false,3015237
174132,11181,5000,95,2011-10-10 17:45:45,611866.000000001,W_Calling_after_offers,true,2,false,2403371
174132,10609,5000,2162,2011-10-13 14:53:36,860737,W_Assessing_application,true,3,false,2154500
174132,10609,5000,1267,2011-10-13 15:15:05,862026.000000001,W_Calling _missing_information,true,4,false,2153211
174132,10609,5000,36,2011-10-26 11:04:45,1970206,W_Assessing_application,true,5,false,1045031
174132,11121,5000,368,2011-10-26 16:21:25,1989206,W_Calling _missing_information,true,6,false,1026031
174132,10609,5000,1646,2011-10-31 12:55:00,2412421,W_Assessing_application,true,7,false,606416
174132,10889,5000,478,2011-10-31 18:20:42,2431963,W_Calling _missing_information,true,8,false,586874
174132,10609,5000,486,2011-11-07 13:12:16,3018257,W_Assessing_application,true,9,false,580
174138,11001,5000,97,2011-10-03 15:47:54,0,W_Fixing_incoming_lead,false,1,false,61811
174138,11119,5000,208,2011-10-03 17:08:10,4816,W_Filling_in application,false,2,false,56995
174141,0,10600,140,2011-10-03 16:04:42,0,W_Filling_in application,false,1,false,950630
174141,11169,10600,196,2011-10-06 09:30:28,235546,W_Calling_after_offers,false,2,false,715084
174144,11119,21000,151,2011-10-03 18:03:32,0,W_Filling_in application,false,1,false,949009
174144,0,21000,42,2011-10-11 09:09:38,659166.000000001,W_Calling_after_offers,false,2,false,289843
174147,11119,12500,96,2011-10-03 18:05:26,0,W_Filling_in application,true,1,false,2642982
174150,11119,17000,79,2011-10-03 17:00:24,0,W_Fixing_incoming_lead,true,1,false,2646887
174150,11119,17000,159,2011-10-03 18:12:19,4315,W_Filling_in application,true,2,false,2642572
174153,11119,1000,96,2011-10-03 18:07:08,0,W_Filling_in application,false,1,false,1192554
174153,10982,1000,8,2011-10-04 16:51:28,81860,W_Calling_after_offers,false,2,false,1110694
174159,11119,40000,132,2011-10-03 18:09:32,0,W_Filling_in application,true,1,false,2728630
174159,11180,40000,48,2011-10-05 09:45:36,142564,W_Calling_after_offers,true,2,false,2586066
174168,11119,7897,65,2011-10-03 17:24:08,0,W_Fixing_incoming_lead,false,1,false,863823
174168,11119,7897,750,2011-10-03 18:29:22,3914,W_Filling_in application,false,2,false,859909
174168,11119,7897,486,2011-10-03 18:40:26,4578,W_Calling_after_offers,false,3,false,859245
174168,10609,7897,1567,2011-10-13 08:14:26,831017.999999999,W_Assessing_application,false,4,false,32805
174168,0,7897,1104,2011-10-13 09:18:17,834849,W_Calling _missing_information,false,5,false,28974
174168,10609,7897,329,2011-10-13 11:12:52,841723.999999999,W_Assessing_application,false,6,false,22099
174168,10939,7897,225,2011-10-13 16:46:25,861737,W_Calling _missing_information,false,7,false,2086
174177,11119,5000,159,2011-10-03 19:01:59,0,W_Filling_in application,true,1,false,2639594
174180,11119,20000,488,2011-10-03 19:27:27,0,W_Filling_in application,false,1,false,912979
174180,11119,20000,260,2011-10-03 19:31:58,271,W_Calling_after_offers,false,2,false,912708
174186,10982,15000,97,2011-10-03 18:41:01,0,W_Fixing_incoming_lead,false,1,false,3926
174195,10982,1600,73,2011-10-03 18:42:17,0,W_Fixing_incoming_lead,false,1,false,4242
174198,10982,7500,86,2011-10-03 18:43:47,0,W_Fixing_incoming_lead,false,1,false,69111
174198,11119,7500,142,2011-10-03 19:55:48,4321,W_Filling_in application,false,2,false,64790
174201,10982,5867,36,2011-10-03 18:44:26,0,W_Fixing_incoming_lead,false,1,false,76506
174201,0,5867,1244,2011-10-04 11:02:47,58700.9999999999,W_Filling_in application,false,2,false,17805
174207,11119,70000,72,2011-10-03 18:57:36,0,W_Fixing_incoming_lead,false,1,false,80577
174207,0,70000,12,2011-10-04 09:00:30,50573.9999999999,W_Filling_in application,false,2,false,30003
174213,11119,10000,135,2011-10-03 19:17:57,0,W_Fixing_incoming_lead,false,1,false,166984
174213,0,10000,226,2011-10-04 09:08:55,49857.9999999998,W_Filling_in application,false,2,false,117126
174216,0,6000,101,2011-10-03 19:02:07,0,W_Filling_in application,true,1,false,1950262
174216,11009,6000,75,2011-10-10 11:33:44,577896.999999998,W_Calling_after_offers,true,2,false,1372365
174216,10609,6000,2101,2011-10-25 10:26:49,1869882,W_Assessing_application,true,3,false,80380
174216,11189,6000,322,2011-10-25 11:12:12,1872605,W_Calling _missing_information,true,4,false,77657
174219,10863,32000,129,2011-10-03 19:02:11,0,W_Fixing_incoming_lead,false,1,false,717
174231,10889,6000,91,2011-10-04 11:01:12,0,W_Filling_in application,false,1,false,636169
174237,11119,15000,180,2011-10-03 19:35:06,0,W_Fixing_incoming_lead,true,1,false,2658378
174237,0,15000,674,2011-10-04 08:42:30,47243.9999999999,W_Filling_in application,true,2,false,2611134
174237,11181,15000,320,2011-10-11 17:04:34,682168,W_Calling_after_offers,true,3,false,1976210
174237,10138,15000,2008,2011-11-02 12:50:38,2571332,W_Assessing_application,true,4,false,90646
174237,0,15000,862,2011-11-02 14:26:04,2577058,W_Calling _missing_information,true,5,false,84920
174240,0,13000,30,2011-10-03 19:27:29,0,W_Fixing_incoming_lead,false,1,false,436
174243,11119,3000,62,2011-10-03 19:50:46,0,W_Fixing_incoming_lead,false,1,false,55368
174249,0,31500,87,2011-10-04 08:30:47,0,W_Filling_in application,false,1,false,818104
174252,0,30000,843,2011-10-04 09:23:13,0,W_Filling_in application,false,1,false,1230161
174252,0,30000,14,2011-10-06 11:59:23,182170,W_Calling_after_offers,false,2,false,1047991
174252,10629,30000,1457,2011-10-17 15:13:41,1144228,W_Assessing_application,false,3,false,85933
174252,0,30000,593,2011-10-17 15:57:18,1146845,W_Calling _missing_information,false,4,false,83316
174255,0,15000,133,2011-10-04 09:27:02,0,W_Filling_in application,false,1,false,790523
174255,10899,15000,12,2011-10-10 11:00:54,524031.999999998,W_Calling_after_offers,false,2,false,266491
174255,10809,15000,293,2011-10-13 12:01:39,786876.999999998,W_Assessing_application,false,3,false,3646
174258,0,24000,146,2011-10-04 08:02:31,0,W_Fixing_incoming_lead,false,1,false,13829
174261,0,10000,79,2011-10-04 08:03:58,0,W_Fixing_incoming_lead,false,1,false,1212047
174261,10982,10000,92,2011-10-04 11:39:20,12922,W_Filling_in application,false,2,false,1199125
174261,11119,10000,498,2011-10-11 19:41:23,646645,W_Calling_after_offers,false,3,false,565402
174261,10809,10000,1836,2011-10-17 09:40:10,1128972,W_Assessing_application,false,4,false,83075
