sequence_nr,activity_name,Resource,time,Responsible_actor,SUMleges,label,Aanleg,Bouw,Brandveilig_melding,Brandveilig_vergunning,Handelen_strijd,Kap,Milieu_melding,Milieu_neutraal_wijziging,Milieu_vergunning,Monument,Reclame,Sloop,monitoringResource,question,duration,weekday,hour,event_nr,last,remtime
3251070,grounds for refusal,560749,2011-01-04 00:54:47,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.0666666667,1,0,30,false,288313
3251070,ask stakeholders views,560749,2011-01-04 00:55:03,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.2666666667,1,0,31,false,288297
3251070,suspension ground applicable,560749,2011-01-04 00:55:15,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.2,1,0,32,false,288285
3251070,by law,560749,2011-01-04 00:55:19,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,False,0,1,0,33,false,288281
3251070,creating environmental permit decision,560749,2011-01-04 00:55:19,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.0666666667,1,0,34,false,288281
3251070,generating decision environmental permit,560749,2011-01-04 00:55:24,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.0833333333,1,0,35,false,288276
3251070,register objection and appeal periods,560749,2011-01-04 01:16:38,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,42,21.2333333333,1,1,36,false,287002
3251070,transcript decision environmental permit to stakeholders,560749,2011-01-04 01:53:44,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,37.1,1,1,37,false,284776
3251070,generate publication document decision environmental permit,560749,2011-01-04 01:53:56,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.2,1,1,38,false,284764
3251070,enter senddate procedure confirmation,560749,2011-01-05 09:00:00,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,1866.06666667,2,9,39,false,172800
3251070,enter date publication decision environmental permit,560749,2011-01-07 09:00:00,560696,0,false,0,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,2880,4,9,40,true,0
3252929,enter senddate acknowledgement,560741,2011-01-05 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,2,9,1,false,6112829
3252929,register submission date request,560741,2011-01-05 19:24:49,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,560741,EMPTY,624.816666667,2,19,2,false,6075340
3252929,phase application received,560741,2011-01-05 19:46:57,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,22.1333333333,2,19,3,false,6074012
3252929,reception through OLO,560741,2011-01-05 19:47:04,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,0.1166666667,2,19,4,false,6074005
3252929,send confirmation receipt,560741,2011-01-05 19:48:27,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,1.3833333333,2,19,5,false,6073922
3252929,enter senddate decision procedure term extension,2013365,2011-01-13 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0,3,9,6,false,5421629
3252929,enter date decision procedure term extension,2013365,2011-01-13 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,10871.55,3,9,7,false,5421629
3252929,forward to the competent authority,2013365,2011-01-13 22:48:56,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,560696,False,828.933333333,3,22,8,false,5371893
3252929,registrer date of publishing received request,2013365,2011-01-15 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,2051.06666667,5,9,9,false,5248829
3252929,enter senddate procedure confirmation,2013365,2011-02-28 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0,0,9,10,false,1447229
3252929,enter senddate retrieve missing data,2013365,2011-02-28 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0,0,9,11,false,1447229
3252929,enter senddate procedure confirmation,2013365,2011-02-28 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,63360,0,9,12,false,1447229
3252929,regular procedure without MER,2013365,2011-02-28 22:21:23,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,True,801.383333333,0,22,13,false,1399146
3252929,send procedure confirmation,2013365,2011-02-28 22:21:41,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.3,0,22,14,false,1399128
3252929,creating decision procedure term extension,2013365,2011-02-28 22:21:48,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0,0,22,15,false,1399121
3252929,extend procedure term,2013365,2011-02-28 22:21:48,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,True,0.1166666667,0,22,16,false,1399121
3252929,register number of days extension period,2013365,2011-02-28 22:22:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,42,0.2,0,22,17,false,1399109
3252929,decision procedure term extension,2013365,2011-02-28 22:22:04,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.0666666667,0,22,18,false,1399105
3252929,other,2013365,2011-02-28 22:23:16,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,other,1.2,0,22,19,false,1399033
3252929,copy decision to extend procedure to stakeholders,2013365,2011-02-28 22:23:18,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.0333333333,0,22,20,false,1399031
3252929,other,2013365,2011-02-28 22:23:26,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,False,0.1333333333,0,22,21,false,1399023
3252929,other,2013365,2011-02-28 22:23:31,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.0833333333,0,22,22,false,1399018
3252929,treat subcases completeness,2013365,2011-02-28 22:23:51,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.3333333333,0,22,23,false,1398998
3252929,subcases completeness completed,2013365,2011-02-28 22:23:52,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.0166666667,0,22,24,false,1398997
3252929,WAW permit aspect,2013365,2011-02-28 22:23:59,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,False,0.1166666667,0,22,25,false,1398990
3252929,activities regular procedure,2013365,2011-02-28 22:24:03,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,False,0.0666666667,0,22,26,false,1398986
3252929,other,2013365,2011-02-28 22:24:05,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.0333333333,0,22,27,false,1398984
3252929,request complete,2013365,2011-02-28 22:24:20,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,False,0.25,0,22,28,false,1398969
3252929,term for supplying missing data,2013365,2011-02-28 22:24:26,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,42,0.1,0,22,29,false,1398963
3252929,retrieve missing data,2013365,2011-02-28 22:24:29,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.05,0,22,30,false,1398960
3252929,receive additional information,2013365,2011-02-28 22:24:37,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,False,0.1333333333,0,22,31,false,1398952
3252929,creating decision permanently suspended,2013365,2011-02-28 22:24:41,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0,0,22,32,false,1398948
3252929,keep permanently suspended,2013365,2011-02-28 22:24:41,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,True,0.0666666667,0,22,33,false,1398948
3252929,enter senddate decision permanent suspension,2013365,2011-03-07 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0,0,9,34,false,842429
3252929,enter date decision permanent suspension,2013365,2011-03-07 09:00:00,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,9275.31666667,0,9,35,false,842429
3252929,applicant is stakeholder,2013365,2011-03-17 02:58:27,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,True,14038.45,3,2,36,false,122
3252929,terminate on request,2013365,2011-03-17 02:58:30,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,False,0.05,3,2,37,false,119
3252929,registrer date of publishing received request,2013365,2011-03-17 02:58:33,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.05,3,2,38,false,116
3252929,decision permanently suspended,2013365,2011-03-17 02:59:11,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.6333333333,3,2,39,false,78
3252929,other,2013365,2011-03-17 03:00:24,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,42,1.2166666667,3,3,40,false,5
3252929,copy decision permanent suspension to stakeholders,2013365,2011-03-17 03:00:29,2013365,3801.93,true,0,1,0,0,0,0,0,0,0,0,0,0,2013365,EMPTY,0.0833333333,3,3,41,true,0
3254260,enter senddate acknowledgement,560741,2011-01-05 09:00:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0,2,9,1,false,1036800
3254260,register submission date request,560741,2011-01-05 19:50:02,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560741,EMPTY,650.033333333,2,19,2,false,997798
3254260,phase application received,560741,2011-01-05 20:26:32,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,36.5,2,20,3,false,995608
3254260,reception through OLO,560741,2011-01-05 20:26:36,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.0666666667,2,20,4,false,995604
3254260,send confirmation receipt,560741,2011-01-05 20:28:35,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,1.9833333333,2,20,5,false,995485
3254260,enter senddate procedure confirmation,560749,2011-01-12 09:00:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0,2,9,6,false,432000
3254260,registrer date of publishing received request,560749,2011-01-12 09:00:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0,2,9,7,false,432000
3254260,enter senddate procedure confirmation,560749,2011-01-12 09:00:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,9391.41666667,2,9,8,false,432000
3254260,forward to the competent authority,560749,2011-01-13 00:47:38,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,947.633333333,3,0,9,false,375142
3254260,regular procedure without MER,560749,2011-01-13 00:47:42,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.0666666667,3,0,10,false,375138
3254260,MER present,560749,2011-01-13 00:47:45,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.05,3,0,11,false,375135
3254260,activities regular procedure,560749,2011-01-13 00:47:48,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,Regulier,0.05,3,0,12,false,375132
3254260,phased application,560749,2011-01-13 00:47:52,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.0666666667,3,0,13,false,375128
3254260,send procedure confirmation,560749,2011-01-13 00:47:58,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.1,3,0,14,false,375122
3254260,extend procedure term,560749,2011-01-13 00:48:07,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.15,3,0,15,false,375113
3254260,registrer date of publishing received request,560749,2011-01-13 00:48:32,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.4166666667,3,0,16,false,375088
3254260,treat subcases completeness,560749,2011-01-13 00:48:44,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.2,3,0,17,false,375076
3254260,subcases completeness completed,560749,2011-01-13 00:48:46,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.0333333333,3,0,18,false,375074
3254260,WAW permit aspect,560749,2011-01-13 00:48:52,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.1,3,0,19,false,375068
3254260,applicant is stakeholder,560749,2011-01-13 00:49:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,True,0.1333333333,3,0,20,false,375060
3254260,terminate on request,560749,2011-01-13 00:49:05,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.0833333333,3,0,21,false,375055
3254260,activities regular procedure,560749,2011-01-13 00:49:12,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,True,0.1166666667,3,0,22,false,375048
3254260,regular procedure applies,560749,2011-01-13 00:49:20,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.1333333333,3,0,23,false,375040
3254260,phase application receptive,560749,2011-01-13 00:50:11,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0,3,0,24,false,374989
3254260,request complete,560749,2011-01-13 00:50:11,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,True,0.85,3,0,25,false,374989
3254260,WAW permit aspect,560749,2011-01-13 00:50:19,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.1333333333,3,0,26,false,374981
3254260,treat subcases content,560749,2011-01-13 00:50:27,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.1333333333,3,0,27,false,374973
3254260,completed subcases content,560749,2011-01-13 00:50:30,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.05,3,0,28,false,374970
3254260,article 34  WABO applies,560749,2011-01-13 00:50:36,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.1,3,0,29,false,374964
3254260,assessment of content completed,560749,2011-01-13 00:50:38,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0,3,0,30,false,374962
3254260,phase advice known,560749,2011-01-13 00:50:38,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.0333333333,3,0,31,false,374962
3254260,grounds for refusal,560749,2011-01-13 00:50:44,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.1,3,0,32,false,374956
3254260,ask stakeholders views,560749,2011-01-13 00:50:49,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.0833333333,3,0,33,false,374951
3254260,suspension ground applicable,560749,2011-01-13 00:50:55,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.1,3,0,34,false,374945
3254260,by law,560749,2011-01-13 00:50:58,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,False,0.05,3,0,35,false,374942
3254260,creating environmental permit decision,560749,2011-01-13 00:50:59,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.0166666667,3,0,36,false,374941
3254260,generating decision environmental permit,560749,2011-01-13 00:51:09,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0.1666666667,3,0,37,false,374931
3254260,register objection and appeal periods,560749,2011-01-13 00:51:55,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,42,0.7666666667,3,0,38,false,374885
3254260,transcript decision environmental permit to stakeholders,560749,2011-01-13 01:05:39,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,13.7333333333,3,1,39,false,374061
3254260,generate publication document decision environmental permit,560749,2011-01-13 01:07:55,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,2.2666666667,3,1,40,false,373925
3254260,enter date publication decision environmental permit,560749,2011-01-17 09:00:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0,0,9,41,false,0
3254260,enter senddate decision environmental permit,560749,2011-01-17 09:00:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,0,0,9,42,false,0
3254260,register date environmental permit decision,560749,2011-01-17 09:00:00,560696,0,false,0,0,0,0,0,1,0,0,0,0,0,0,560696,EMPTY,6232.08333333,0,9,43,true,0
3263480,register submission date request,560673,2011-01-06 09:00:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560673,EMPTY,0,3,9,1,false,4013761
3263480,enter senddate acknowledgement,560673,2011-01-07 09:00:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,1440,4,9,2,false,3927361
3263480,phase application received,560673,2011-01-07 20:43:41,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,703.683333333,4,20,3,false,3885140
3263480,reception through OLO,560673,2011-01-07 20:43:45,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.0666666667,4,20,4,false,3885136
3263480,send confirmation receipt,560673,2011-01-07 20:44:47,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,1.0333333333,4,20,5,false,3885074
3263480,register date environmental permit decision,560673,2011-02-18 09:00:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,59775.2166667,4,9,6,false,298561
3263480,forward to the competent authority,3122446,2011-02-18 18:22:09,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,562.15,4,18,7,false,264832
3263480,enter senddate procedure confirmation,560673,2011-02-21 09:00:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,0,9,8,false,39361
3263480,registrer date of publishing received request,560673,2011-02-21 09:00:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,0,9,9,false,39361
3263480,enter senddate procedure confirmation,560673,2011-02-21 09:00:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,0,9,10,false,39361
3263480,enter senddate decision environmental permit,560673,2011-02-21 09:00:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,3757.85,0,9,11,false,39361
3263480,regular procedure without MER,560673,2011-02-21 19:33:57,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,True,633.95,0,19,12,false,1324
3263480,send procedure confirmation,560673,2011-02-21 19:34:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.05,0,19,13,false,1321
3263480,extend procedure term,560673,2011-02-21 19:34:19,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.3166666667,0,19,14,false,1302
3263480,registrer date of publishing received request,560673,2011-02-21 19:34:36,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.2833333333,0,19,15,false,1285
3263480,treat subcases completeness,560673,2011-02-21 19:34:47,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.1833333333,0,19,16,false,1274
3263480,WAW permit aspect,560673,2011-02-21 19:34:55,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.1333333333,0,19,17,false,1266
3263480,applicant is stakeholder,560673,2011-02-21 19:35:02,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,True,0.1166666667,0,19,18,false,1259
3263480,terminate on request,560673,2011-02-21 19:35:09,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.1166666667,0,19,19,false,1252
3263480,subcases completeness completed,560673,2011-02-21 19:35:12,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.05,0,19,20,false,1249
3263480,activities regular procedure,560673,2011-02-21 19:35:23,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,True,0.1833333333,0,19,21,false,1238
3263480,regular procedure applies,560673,2011-02-21 19:35:30,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.1166666667,0,19,22,false,1231
3263480,phase application receptive,560673,2011-02-21 19:35:40,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,0,19,23,false,1221
3263480,request complete,560673,2011-02-21 19:35:40,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,True,0.1666666667,0,19,24,false,1221
3263480,treat subcases content,560673,2011-02-21 19:35:46,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.1,0,19,25,false,1215
3263480,WAW permit aspect,560673,2011-02-21 19:35:56,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.1666666667,0,19,26,false,1205
3263480,completed subcases content,560673,2011-02-21 19:36:00,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.0666666667,0,19,27,false,1201
3263480,article 34  WABO applies,560673,2011-02-21 19:36:08,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.1333333333,0,19,28,false,1193
3263480,assessment of content completed,560673,2011-02-21 19:36:12,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0,0,19,29,false,1189
3263480,phase advice known,560673,2011-02-21 19:36:12,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.0666666667,0,19,30,false,1189
3263480,grounds for refusal,560673,2011-02-21 19:36:15,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.05,0,19,31,false,1186
3263480,ask stakeholders views,560673,2011-02-21 19:36:20,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.0833333333,0,19,32,false,1181
3263480,suspension ground applicable,560673,2011-02-21 19:36:25,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.0833333333,0,19,33,false,1176
3263480,by law,560673,2011-02-21 19:36:27,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,False,0.0333333333,0,19,34,false,1174
3263480,creating environmental permit decision,560673,2011-02-21 19:36:28,560696,107.27175,false,1,0,0,0,0,0,0,0,0,0,0,0,560696,EMPTY,0.0166666667,0,19,35,false,1173
