case_id,ground_truth,predictions_true,nr_prefixes
202388,2638653.0000,398594.433333,1
202391,0.0000,578938.679167,1
202397,3290100.0000,1930137.71667,1
202418,1476167.0000,434363.220833,1
202421,701181.0000,875996.704167,1
202424,700774.0000,108604.0875,1
202427,0.0000,816379.9,1
202439,102182.0000,92507.8708333,1
202442,2592580.0000,1051596.3875,1
202445,1279.0000,940416.282341,1
202448,0.0000,2368572.0125,1
202457,2761499.0000,869721.275,1
202479,3101522.0000,1561519.04583,1
202485,1116510.0000,1183096.52083,1
202494,606260.0000,1769872.4125,1
202512,0.0000,1434150.70417,1
202515,0.0000,1417736.27917,1
202518,278795.0000,259033.675,1
202521,3704938.0000,1272172.74167,1
202524,1638515.0000,1213937.025,1
202527,12874.0000,1423018.6375,1
202530,686800.0000,1061685.1375,1
202533,359305.0000,2059838.71667,1
202536,3444961.0000,1411989.3125,1
202539,2315744.0000,1237960.64583,1
202542,2667571.0000,1083626.14167,1
202545,1468535.0000,915072.245833,1
202548,2652369.0000,1516142.74583,1
202551,76144.0000,1810159.91667,1
202563,1128267.0000,959772.0125,1
202566,1668.0000,1163134.87083,1
202569,2413245.0000,1348897.14167,1
202572,69615.0000,953793.245833,1
202575,950428.0000,1588587.15833,1
202578,72543.0000,757309.083333,1
202593,1115348.0000,664582.395833,1
202596,2909721.0000,1446124.58333,1
202599,2060115.0000,1571031.53333,1
202602,2141745.0000,1945258.82083,1
202605,692010.0000,723227.375,1
202611,347991.0000,544752.045833,1
202614,261484.0000,1087374.97083,1
202617,682026.0000,1336496.86667,1
202620,2654270.0000,1531650.58333,1
202632,3624142.0000,2079909.82083,1
202638,1104831.0000,1626694.54167,1
202641,2651301.0000,535802.584722,1
202647,2068692.0000,784739.870833,1
202650,1552258.0000,1712611.27917,1
202653,0.0000,481196.936111,1
202656,675612.0000,1607838.625,1
202659,245979.0000,1632086.01667,1
202665,0.0000,313247.729167,1
202668,311768.0000,1037047.4,1
202677,52046.0000,315722.480833,1
202680,545.0000,816037.791667,1
202683,50376.0000,959343.3375,1
202686,1012672.0000,1590645.64167,1
202689,0.0000,1335726.30417,1
202692,0.0000,2124119.35,1
202701,2141536.0000,1536917.3,1
202710,1038443.0000,476704.895833,1
202713,0.0000,799780.5125,1
202716,1716535.0000,1480814.55417,1
202719,623715.0000,1808958.76667,1
202728,186026.0000,501721.666667,1
202731,1380830.0000,1491839.1125,1
202734,4105.0000,837732.341667,1
202737,2673845.0000,689494.354167,1
202740,2697290.0000,992904.085417,1
202743,2068445.0000,1812162.51875,1
202746,0.0000,1653142.02917,1
202755,3538642.0000,1004317.39167,1
202758,184754.0000,335456.379167,1
202767,161083.0000,1415163.45417,1
202770,7093.0000,977422.945833,1
202773,0.0000,1405864.52083,1
202776,0.0000,1007857.8125,1
202779,1525.0000,1306198.95,1
202782,2990.0000,844138.997917,1
202785,851821.0000,1595790.00875,1
202788,2657.0000,239513.141667,1
202797,1732281.0000,1146260.55833,1
202800,190082.0000,1614782.475,1
202803,246655.0000,985132.070833,1
202809,2662720.0000,1459757.4375,1
202812,962.0000,1385416.85,1
202815,1020846.0000,1316563.225,1
202818,178609.0000,2060630.35,1
202821,1104959.0000,1166459.86667,1
202824,1625124.0000,1466353.05833,1
202830,2910033.0000,1470017.36667,1
202833,0.0000,1330595.40833,1
202836,1026512.0000,1521783.58583,1
202839,0.0000,527918.016667,1
202842,1720928.0000,1386370.15,1
202845,866122.0000,1178452.80417,1
202848,0.0000,714942.8325,1
202854,888241.0000,1238473.575,1
202860,0.0000,473276.158333,1
202866,1497898.0000,555747.658333,1
202869,376299.0000,1780594.00833,1
202872,0.0000,597797.970833,1
202878,33679.0000,1685999.925,1
202881,2676559.0000,2240267.61667,1
202884,1811034.0000,1526191.95417,1
202887,12325.0000,1265486.30833,1
202890,0.0000,710071.197778,1
202893,2849301.0000,2163703.57917,1
202896,777818.0000,1895364.85,1
202899,2676043.0000,1633462.75417,1
202902,23987.0000,1664883.62083,1
202905,1318494.0000,918096.695833,1
202908,0.0000,915566.133333,1
202911,0.0000,355772.424167,1
202917,32107.0000,498478.645833,1
202920,1406929.0000,439972.1,1
202923,0.0000,100309.520833,1
202926,1218097.0000,1206480.60833,1
202935,2271810.0000,498395.075,1
202938,697686.0000,1895364.85,1
202944,1464968.0000,1465418.54583,1
202947,1224423.0000,1654516.575,1
202956,777707.0000,1199905.25417,1
202959,27311.0000,2130772.46667,1
202968,880936.0000,865383.854167,1
202971,21883.0000,196613.5875,1
202974,178708.0000,1007545.58333,1
202977,614555.0000,2400608.96667,1
202983,2763698.0000,251395.35,1
202989,2591118.0000,540153.8625,1
202992,32313.0000,1879462.82083,1
202995,1471567.0000,208161.866667,1
202998,2586440.0000,2663590.57083,1
203001,1663094.0000,1668651.6625,1
203004,0.0000,1777418.98333,1
203007,0.0000,392545.1,1
203010,453880.0000,1364143.89583,1
203013,2672272.0000,1378570.50417,1
203016,2588594.0000,1569280.92083,1
203019,2585034.0000,2030707.59583,1
203025,451059.0000,1507430.2375,1
203028,0.0000,4152.47916667,1
203031,0.0000,787391.566667,1
203034,1287066.0000,1537854.40417,1
203037,2012277.0000,1432455.0125,1
203040,0.0000,1061828.05833,1
203046,0.0000,1157557.24167,1
203055,966032.0000,1503874.30833,1
203058,2583890.0000,1469646.6125,1
203061,860342.0000,2111891.84583,1
203064,1225813.0000,94513.9166667,1
203067,866189.0000,1893697.64167,1
203070,855765.0000,1475549.775,1
203076,3895369.0000,330092.3875,1
203079,3886827.0000,695228.3,1
203082,853957.0000,1073135.69167,1
203091,0.0000,404247.175694,1
203100,1017.0000,1145670.8625,1
203122,799290.0000,1746992.64167,1
203128,2579616.0000,1438284.65417,1
203131,0.0000,1029419.85,1
203134,176199.0000,1341395.03333,1
203137,875458.0000,1497140.13333,1
203140,0.0000,336142.8125,1
203143,1805652.0000,673173.925,1
203146,2743439.0000,1761760.1125,1
203149,2674796.0000,887307.341667,1
203152,790955.0000,1737713.70417,1
203155,1276716.0000,1557864.55417,1
203158,2407336.0000,1881928.57917,1
203161,18028.0000,797161.541667,1
203164,0.0000,821991.1625,1
203167,17150.0000,486596.0625,1
203170,4594.0000,112741.670833,1
203173,2670493.0000,859053.104167,1
203176,252043.0000,1033956.24583,1
203179,887969.0000,1349339.10833,1
203182,14249.0000,962027.020833,1
203185,702296.0000,2602825.51667,1
203188,0.0000,781749.6625,1
203194,9905.0000,975706.15,1
203200,0.0000,730878.864444,1
203203,850546.0000,1396732.02917,1
203206,1821640.0000,1020816.75139,1
203209,0.0000,1105172.475,1
203218,64144.0000,1503814.20833,1
203221,877953.0000,1160150.75417,1
203227,3011499.0000,1737070.75,1
203230,2652090.0000,1536103.18333,1
203233,1922.0000,588980.633333,1
203236,1377236.0000,1074640.82083,1
203245,700500.0000,1734937.24167,1
203248,3629086.0000,668858.363889,1
203251,790894.0000,1288217.54583,1
203254,1449256.0000,1343843.8,1
203257,1791941.0000,980062.666667,1
203260,2159576.0000,1428238.70833,1
203263,277.0000,410023.070833,1
203269,2032.0000,1121344.39167,1
203272,1789546.0000,865678.941667,1
203275,8796.0000,481553.705139,1
203278,7718.0000,201615.793403,1
203281,1466736.0000,1903064.125,1
203284,920332.0000,1458229.0,1
203287,2732194.0000,1141933.55417,1
203290,1284395.0000,1444868.2875,1
203293,927067.0000,1352347.95833,1
203296,2565808.0000,1980659.87083,1
203305,2647172.0000,390551.479167,1
203308,1176005.0000,2176745.02917,1
203311,1972447.0000,1122059.47083,1
203314,1304548.0000,1661308.90833,1
203317,91666.0000,587089.5125,1
203320,1533342.0000,1504209.925,1
203329,2639030.0000,1214966.075,1
203332,912224.0000,729792.8,1
203335,53936.0000,779853.2375,1
203338,662285.0000,1830085.33229,1
203341,3242817.0000,698388.783333,1
203344,20798.0000,981876.291667,1
203347,827519.0000,1147304.02917,1
203350,1907490.0000,1747002.01028,1
203353,571704.0000,1280028.57083,1
203356,1340021.0000,1992378.45417,1
203359,0.0000,275519.37,1
203362,3655205.0000,1000490.95417,1
203365,741460.0000,2055753.85417,1
203368,0.0000,531221.525,1
203371,2636714.0000,672428.166667,1
203377,71462.0000,465353.333333,1
203380,2987982.0000,1505882.70417,1
203386,1555569.0000,1290455.88333,1
203392,1725564.0000,875327.195833,1
203395,2583413.0000,2144805.84583,1
203398,0.0000,180436.125,1
203401,789223.0000,1620635.79167,1
203404,1842147.0000,410510.491667,1
203407,611602.0000,1155620.22083,1
203410,2592448.0000,1220914.36667,1
203413,1377943.0000,1910509.44167,1
203419,2335410.0000,458198.745833,1
203422,1811714.0000,1633930.02083,1
203425,1462847.0000,1432793.59583,1
203428,4241706.0000,1496759.69417,1
203431,0.0000,1406039.0875,1
203434,1479352.0000,1180726.14167,1
203437,11821.0000,1447917.2625,1
203440,1412407.0000,1289328.1375,1
203443,0.0000,678898.845833,1
203459,0.0000,613593.791667,1
203462,1396361.0000,1519580.67917,1
203465,1381949.0000,565739.929167,1
203468,1142547.0000,1621822.95833,1
203471,1029.0000,236915.908333,1
203474,881350.0000,1114923.28333,1
203477,1211590.0000,1277519.59583,1
203480,2740444.0000,1462131.07083,1
203483,0.0000,93864.2916667,1
203489,2650751.0000,731738.333333,1
203492,2070946.0000,465161.052778,1
203495,1231596.0000,700743.454167,1
203498,0.0000,985047.95,1
203501,681880.0000,960327.683333,1
203504,4217515.0000,1258935.83333,1
203513,82692.0000,1777056.68333,1
203516,2646156.0000,1519832.72361,1
203519,0.0000,845122.829167,1
203525,96145.0000,608350.433333,1
203528,1210846.0000,2076376.62917,1
203531,688562.0000,1498906.6375,1
203534,1561266.0000,295667.079167,1
203537,607740.0000,1298756.04167,1
203543,1391563.0000,1708060.45833,1
203546,89510.0000,1659997.18333,1
203549,3347955.0000,1106329.4,1
203552,0.0000,377073.833912,1
203558,6566.0000,692889.095833,1
203573,0.0000,299929.995833,1
203576,0.0000,1360162.15833,1
203585,1100851.0000,859826.710417,1
203594,1482192.0000,714728.670833,1
203597,0.0000,420659.315625,1
203603,0.0000,825856.329167,1
203606,2643022.0000,1036013.59167,1
203612,136.0000,527331.65,1
203618,2947.0000,1071234.65,1
203621,949392.0000,427379.8625,1
203624,586212.0000,1209170.2875,1
203630,3854419.0000,1332945.025,1
203636,1207359.0000,1177178.92917,1
203642,1469249.0000,638496.61875,1
203645,760888.0000,338485.195833,1
203648,774565.0000,1069499.4375,1
203651,678775.0000,527246.245833,1
203654,1362758.0000,725953.058333,1
203663,2638160.0000,2184015.6125,1
203666,2637999.0000,2498486.3125,1
203669,0.0000,255529.8375,1
203672,661446.0000,3148078.76667,1
203675,0.0000,1089485.39583,1
203678,0.0000,578205.375,1
203687,255258.0000,769974.658333,1
203699,1690287.0000,1130950.96667,1
203702,1105173.0000,1258036.925,1
203705,4902.0000,1321500.12917,1
203711,3670688.0000,1979856.95417,1
203714,0.0000,1235468.275,1
203717,1698157.0000,1598946.525,1
203720,1812229.0000,678440.704167,1
203723,14679.0000,222577.8375,1
203726,1644063.0000,223457.45,1
203732,2258871.0000,1607627.00833,1
203735,2589678.0000,1288526.99167,1
203738,2676874.0000,1326804.74583,1
203741,1737558.0000,2838419.275,1
203744,2587600.0000,1973880.17917,1
203747,0.0000,414955.7,1
203750,31409.0000,347612.504167,1
203759,612676.0000,799685.270833,1
203762,2670272.0000,2681279.96667,1
203765,2022169.0000,593048.166667,1
203768,2590837.0000,877658.308333,1
203774,14402.0000,68655.4875,1
203777,2677104.0000,1236160.58271,1
203780,2677153.0000,542449.3625,1
203799,1123661.0000,436358.0875,1
203802,3560384.0000,1598180.17917,1
203808,1645144.0000,1065110.05278,1
203814,452350.0000,2320200.47083,1
203817,4877.0000,80309.0208333,1
203820,534738.0000,1425906.65833,1
203823,1210000.0000,1387290.87083,1
203826,0.0000,1222660.5125,1
203829,2674344.0000,992623.425,1
203832,786074.0000,2977558.5125,1
203835,1896743.0000,1026729.46667,1
203838,639549.0000,524709.466667,1
203841,2670561.0000,387644.879167,1
203844,1654903.0000,891407.1,1
203847,196411.0000,1262563.74167,1
203850,1804704.0000,1311728.6375,1
203856,1310404.0000,332939.2125,1
203859,0.0000,415732.35,1
203862,1111997.0000,1212040.5125,1
203865,2665189.0000,608303.1875,1
203877,0.0000,1305443.18333,1
203883,2661834.0000,1315972.15,1
203886,1032062.0000,1479949.84583,1
203889,436569.0000,1065408.325,1
203892,1294981.0000,1752989.125,1
203898,0.0000,695472.725,1
203901,2660253.0000,1542702.02083,1
203904,92379.0000,1123880.05417,1
203916,2659048.0000,964196.141667,1
203922,1715029.0000,1265893.3625,1
203928,1855.0000,686736.179167,1
203931,1639450.0000,650156.479167,1
203943,0.0000,198218.325,1
203946,753570.0000,588493.808333,1
203949,102495.0000,357651.4375,1
203952,1254.0000,329503.425,1
203955,0.0000,245348.120833,1
203958,609552.0000,630836.504167,1
203961,3030598.0000,1519346.025,1
203964,1988725.0000,1335408.28333,1
203967,2726.0000,558455.5625,1
203970,1036841.0000,767368.320833,1
203973,11377.0000,921362.820833,1
203979,1119829.0000,1183575.77917,1
203988,2651434.0000,1900319.53333,1
203991,1194642.0000,225288.4,1
203994,2816083.0000,2306614.12083,1
204000,1983216.0000,355481.741667,1
204006,1636112.0000,1371789.00417,1
204018,2638744.0000,1938011.15,1
204021,48924.0000,126659.7,1
204024,0.0000,591358.783333,1
204027,2012.0000,2302183.75833,1
204030,2927681.0000,2207999.475,1
204036,2590960.0000,867618.8125,1
204042,1231183.0000,1774172.55903,1
204045,2674945.0000,804865.189931,1
204048,1314478.0000,1401876.4875,1
204051,121929.0000,1124449.93069,1
204054,2673204.0000,1362777.42083,1
204060,940864.0000,1803114.97083,1
204063,1113487.0000,1598604.26667,1
204066,0.0000,586985.020833,1
204069,30315.0000,595656.141667,1
204072,0.0000,369429.475,1
204075,1069554.0000,893446.091667,1
204078,1311315.0000,527607.970833,1
204087,0.0000,1000762.48333,1
204090,34704.0000,926210.704167,1
204093,301.0000,654055.116667,1
204096,2662679.0000,1099903.45833,1
204099,1827040.0000,1509812.57917,1
204102,6149.0000,1233434.44583,1
204111,0.0000,286878.495952,1
204119,2349480.0000,1132477.725,1
204131,2544069.0000,806784.116667,1
204134,632178.0000,945864.139583,1
204137,1298223.0000,1494663.83056,1
204140,1303604.0000,1973087.39583,1
204146,0.0000,1105221.3875,1
204149,1234981.0000,2954476.32917,1
204155,1205294.0000,389753.125,1
204158,688527.0000,1686003.27083,1
204161,606504.0000,1328799.39583,1
204164,0.0000,257185.86875,1
204167,2853.0000,64400.7770833,1
204173,0.0000,605147.116667,1
204179,0.0000,840082.929167,1
204185,2514980.0000,962029.625,1
204188,0.0000,1027061.0875,1
204194,1345.0000,579074.383333,1
204197,633142.0000,1427976.6125,1
204200,3636801.0000,1281522.375,1
204203,685253.0000,1589424.64583,1
204212,15717.0000,862283.008333,1
204218,2503206.0000,203623.204167,1
204221,363.0000,1336331.30833,1
204224,13504.0000,795637.416667,1
204230,4871.0000,770094.870833,1
204233,0.0000,1193451.69583,1
204248,7273.0000,687976.521032,1
204257,940605.0000,103203.570833,1
204263,0.0000,373024.8625,1
204269,2657.0000,729444.9375,1
204272,1109964.0000,670575.39,1
204278,1013474.0000,1151870.1375,1
204281,2643442.0000,1322287.50417,1
204284,1004389.0000,1033278.14167,1
204287,2784.0000,423941.112847,1
204293,1261379.0000,1330761.175,1
204296,1185667.0000,204103.061806,1
204299,1188236.0000,1256296.95417,1
204302,1183763.0000,667551.958333,1
204308,1624022.0000,1270376.99167,1
204311,0.0000,861818.883333,1
204314,2694826.0000,384264.004167,1
204317,40084.0000,307594.557222,1
204320,2592071.0000,1895737.81667,1
204323,29579.0000,585259.629167,1
204326,2678257.0000,1792201.58021,1
204329,2567108.0000,1422904.7,1
204332,1850985.0000,952730.783333,1
204338,362116.0000,302861.583333,1
204341,1073282.0000,1167322.79167,1
204344,255409.0000,1257290.05417,1
204347,2934857.0000,1378546.95,1
204353,2586223.0000,1879634.225,1
204379,963921.0000,1205313.975,1
204382,1124184.0000,1141861.67917,1
204394,271351.0000,1417018.70833,1
204397,1458360.0000,1393849.43333,1
204400,2653496.0000,2132750.21667,1
204403,9719.0000,1404514.65417,1
204409,1118051.0000,763858.341667,1
204412,11017.0000,484385.604167,1
204415,1144269.0000,1090466.39167,1
204418,1821695.0000,694496.1375,1
204421,1628919.0000,917008.108333,1
204424,0.0000,684492.883333,1
204427,246814.0000,1564139.39167,1
204433,0.0000,645404.7825,1
204442,1711736.0000,580730.416667,1
204445,78508.0000,723071.4625,1
204454,1095360.0000,1146978.59167,1
204457,10331.0000,1497961.47829,1
204460,0.0000,950684.683333,1
204466,2637326.0000,950468.866667,1
204469,1121496.0000,1224826.95833,1
204472,2138102.0000,48288.3041667,1
204475,3412951.0000,1963765.93229,1
204478,190528.0000,1436733.6375,1
204481,1047396.0000,1740096.875,1
204484,867549.0000,1830451.59583,1
204496,3618146.0000,2291591.29583,1
204499,1290253.0000,1799909.90833,1
204502,0.0000,328582.279167,1
204505,333880.0000,147388.763542,1
204508,0.0000,2025558.05833,1
204511,0.0000,1281649.0375,1
204514,2670662.0000,2487672.37917,1
204517,0.0000,640269.990833,1
204520,236850.0000,1036552.94583,1
204523,931972.0000,912251.604167,1
204526,2637084.0000,2426299.37917,1
204535,2583365.0000,1944729.75,1
204541,961902.0000,983996.820833,1
204544,776662.0000,961020.304167,1
204547,21973.0000,278987.078472,1
204550,170538.0000,1273723.1875,1
204553,783217.0000,1477795.3625,1
204556,0.0000,832319.640972,1
204562,1572754.0000,213507.775,1
204565,2666891.0000,1429282.50833,1
204568,2666547.0000,1134888.67083,1
204574,2667263.0000,1808103.33542,1
204577,302.0000,258840.4125,1
204580,253.0000,313389.926101,1
204583,951710.0000,126706.491667,1
204586,1112339.0000,869104.125,1
204589,2665608.0000,1110763.34167,1
204592,2152068.0000,1097890.9,1
204595,1534207.0000,1040305.46667,1
204598,0.0000,1229809.89167,1
204601,0.0000,178211.335764,1
204604,870914.0000,290411.166667,1
204607,1550029.0000,1047346.4875,1
204610,800067.0000,656039.181944,1
204613,2660810.0000,1557525.72083,1
204616,173309.0000,597300.154167,1
204619,0.0000,601436.1625,1
204622,341703.0000,1475294.58333,1
204625,273422.0000,395541.84294,1
204628,1121691.0000,1159910.625,1
204631,0.0000,250922.458333,1
204634,2159.0000,1122473.31271,1
204637,0.0000,272104.545833,1
204640,524619.0000,461169.6,1
204646,957451.0000,2115229.93333,1
204649,2495054.0000,1259462.5475,1
204652,0.0000,523743.283457,1
204655,2494683.0000,1526629.80417,1
204658,0.0000,182104.9625,1
204661,615646.0000,1905059.625,1
204667,1225805.0000,437019.241667,1
204670,1368551.0000,2494263.08333,1
204673,416.0000,1618861.69583,1
204676,2504250.0000,879067.966667,1
204679,257527.0000,1076399.57778,1
204682,1486362.0000,1461810.18333,1
204685,1219770.0000,435533.329167,1
204688,0.0000,759674.516667,1
204691,1477094.0000,1242964.2,1
204694,5803.0000,129213.445833,1
204700,1328972.0000,206724.711597,1
204703,955801.0000,1196107.43333,1
204706,0.0000,970494.104167,1
204709,1204147.0000,66877.2152778,1
204712,3716101.0000,702327.391667,1
204715,0.0000,1661989.70417,1
204718,1200586.0000,1621237.22917,1
204721,1571744.0000,1211231.19583,1
204724,2097056.0000,1669550.88347,1
204727,29762.0000,562277.954167,1
204730,1821623.0000,2342209.32083,1
204736,114894.0000,663502.716667,1
204742,3130216.0000,984591.920833,1
204745,35690.0000,477935.475,1
204748,3231.0000,276446.584411,1
204751,1274694.0000,2342209.32083,1
204754,0.0000,212080.845833,1
204757,0.0000,1190671.70417,1
204760,1412945.0000,253495.645858,1
204763,21904.0000,303369.783333,1
204766,1306895.0000,944803.2,1
204769,0.0000,1311025.38681,1
204772,0.0000,1669756.95,1
204775,2579931.0000,783386.391667,1
204778,607799.0000,1549354.49583,1
204781,5558.0000,455280.533889,1
204784,0.0000,32910.725,1
204787,0.0000,220307.879167,1
204793,680573.0000,1648694.52083,1
204799,2663308.0000,957911.632292,1
204808,2663210.0000,1313466.87917,1
204811,87189.0000,251081.475,1
204814,0.0000,937314.129167,1
204817,2355.0000,825856.329167,1
204820,0.0000,196926.041944,1
204829,2661098.0000,272075.1125,1
204835,0.0000,210085.197083,1
204838,2747209.0000,267724.820833,1
204841,2141118.0000,544618.225,1
204844,0.0000,406787.120833,1
204847,2661080.0000,1184226.5375,1
204850,1199769.0000,510036.9875,1
204853,0.0000,50823.1916667,1
204856,73.0000,385247.241667,1
204859,2524479.0000,941372.4875,1
